Dealer Code Processing;Dealer Name;Long Chassis;Model Description;Vehicle Version;Vehicle Code;Model Year;Color Type;Exterior Color;Interior Color;Physical Status Description;Estimated Production Day;Estimated Production Week;Sales Type;Sales Type Description;Have a Customer;Invoiced?;Dispatchable;Quota Status;Central / Dealer Quota;Production Day;Related Month Availability;Status;Month Number
CENT-STOCK;CENTRAL STOCK;A2V02MY25L6001266;A2;A2V02;L6;2025;Color;Grey3;IG1a;VIN assigned;15.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;12.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001267;A2;A2V02;L6;2026;Color;Grey3;IG1a;Locked order;14.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;14.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001268;A2;A2V02;L6;2026;Color;Grey3;IG1a;Locked order;23.01.2026;W04/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;23.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY25L6001269;A2;A2V02;L6;2025;Color;Grey3;IG1a;VIN assigned;15.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;12.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001270;A2;A2V02;L6;2026;Color;Beige;IG1a;Locked order;29.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;29.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001271;A2;A2V02;L6;2026;Color;Beige;IG1a;Locked order;29.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;29.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY25L6001272;A2;A2V02;L6;2025;Color;Beige;IG1a;VIN assigned;16.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;15.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001273;A2;A2V02;L6;2026;Color;Beige;IG1a;Locked order;29.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;29.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001274;A2;A2V02;L6;2026;Color;Beige;IG1a;Locked order;23.01.2026;W04/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;23.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001275;A2;A2V02;L6;2026;Color;Beige;IG1a;Locked order;16.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001276;A2;A2V02;L6;2026;Color;Beige;IG1a;Locked order;14.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;14.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001277;A2;A2V02;L6;2026;Color;Beige;IG1a;Locked order;14.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;14.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY25L6001278;A2;A2V02;L6;2025;Color;Grey3;IG1a;VIN assigned;15.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;12.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A2V02MY25L6001279;A2;A2V02;L6;2025;Color;Grey3;IG1a;VIN assigned;15.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;12.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A2V02MY25L6001280;A2;A2V02;L6;2025;Color;Grey3;IG1a;VIN assigned;15.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;12.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A2V02MY25L6001281;A2;A2V02;L6;2025;Color;Grey3;IG1a;VIN assigned;15.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A2V02MY25L6001282;A2;A2V02;L6;2025;Color;Grey3;IG1a;VIN assigned;15.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;15.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A2V02MY25L6001283;A2;A2V02;L6;2025;Color;Grey3;IG1a;VIN assigned;15.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;15.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A2V02MY25L6001284;A2;A2V02;L6;2025;Color;Grey3;IG1a;VIN assigned;15.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;12.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A2V02MY25L6001285;A2;A2V02;L6;2025;Color;Grey3;IG1a;VIN assigned;15.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;12.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A2V02MY25L6001286;A2;A2V02;L6;2025;Color;Beige;IG1a;VIN assigned;15.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;17.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001287;A2;A2V02;L6;2026;Color;Beige;IG1a;Locked order;29.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;29.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001288;A2;A2V02;L6;2026;Color;Beige;IG1a;Locked order;14.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;14.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001289;A2;A2V02;L6;2026;Color;Beige;IG1a;Locked order;14.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;14.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001290;A2;A2V02;L6;2026;Color;Beige;IG1a;Locked order;29.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;29.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001291;A2;A2V02;L6;2026;Color;Beige;IG1a;Locked order;16.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001292;A2;A2V02;L6;2026;Color;Beige;IG1a;Locked order;16.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A2V02MY26L6001293;A2;A2V02;L6;2026;Color;Beige;IG1a;Locked order;29.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;29.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001294;A1;A1V01;K2;2025;Color;Beige;IG1b;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;18.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001295;A1;A1V01;K2;2025;Color;Beige;IG1b;VIN assigned;20.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;19.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001296;A1;A1V01;K2;2025;Color;Beige;IG1b;VIN assigned;20.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;19.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001297;A1;A1V01;K2;2025;Color;Beige;IG1b;VIN assigned;18.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;18.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001298;A1;A1V01;K2;2025;Color;Beige;IG1b;Locked order;14.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;14.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001299;A1;A1V01;K2;2025;Color;Beige;IG1b;VIN assigned;18.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;18.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001300;A1;A1V01;K2;2025;Color;Beige;IG1b;Locked order;14.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;14.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001301;A1;A1V01;K2;2025;Color;Grey3;IG1b;Locked order;13.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;13.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001302;A1;A1V01;K2;2025;Color;Grey3;IG1b;Locked order;14.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;14.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001303;A1;A1V01;K2;2025;Color;Black2;IG1b;VIN assigned;15.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;13.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001304;A1;A1V01;K2;2025;Color;Black2;IG1b;VIN assigned;16.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;13.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001305;A1;A1V01;K2;2025;Color;Black2;IG1b;VIN assigned;16.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;15.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001306;A1;A1V01;K2;2025;Color;Black2;IG1b;VIN assigned;16.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;13.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001307;A1;A1V01;K2;2025;Color;Black2;IG1b;VIN assigned;16.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;13.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001308;A1;A1V01;K2;2025;Color;Black2;IG1b;VIN assigned;16.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001309;A1;A1V01;K2;2025;Color;Black2;IG1b;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001310;A1;A1V01;K2;2025;Color;Black2;IG1b;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001311;A1;A1V01;K2;2025;Color;Black2;IG1b;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001312;A1;A1V01;K2;2025;Color;Grey1;IG1b;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;18.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001313;A1;A1V01;K2;2025;Color;Grey1;IG1b;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001314;A1;A1V01;K2;2025;Color;Grey1;IG1b;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001315;A1;A1V01;K2;2025;Color;Grey1;IG1b;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001316;A1;A1V01;K2;2025;Color;Grey1;IG1b;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001317;A1;A1V01;K2;2025;Color;Grey1;IG1b;VIN assigned;18.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;18.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001318;A1;A1V01;K2;2025;Color;Grey1;IG1b;VIN assigned;18.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;18.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001319;A1;A1V01;K2;2025;Color;Grey1;IG1b;VIN assigned;18.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;18.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001320;A1;A1V01;K2;2025;Color;Grey1;IG1b;VIN assigned;18.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;18.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001321;A1;A1V01;K2;2025;Color;Grey1;IG1b;VIN assigned;18.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;18.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001322;A1;A1V01;K2;2025;Color;Grey1;IG1b;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;18.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001323;A1;A1V01;K2;2025;Color;Grey1;IG1b;VIN assigned;18.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;18.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001324;A1;A1V01;K2;2025;Color;Beige;IG1b;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001325;A1;A1V01;K2;2025;Color;Beige;IG1b;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001326;A1;A1V01;K2;2025;Color;Beige;IG1b;VIN assigned;17.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;16.12.2025;Following Months;Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001327;A1;A1V01;K2;2025;Color;Beige;IG1b;Locked order;14.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;14.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001328;A1;A1V01;K2;2025;Color;Grey3;IG1b;Locked order;14.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;14.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001329;A1;A1V01;K2;2025;Color;Grey3;IG1b;Locked order;20.12.2025;W51/12/2025;RE;Perakende;NO;N;Y;Merkezi Kota;Central;20.12.2025;Following Months;To Be Produced;December
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001330;A1;A1V01;K2;2025;Color;Grey3;IG1b;Locked order;14.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;14.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001331;A1;A1V01;K2;2025;Color;Grey3;IG1b;Locked order;13.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;13.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001332;A1;A1V01;K2;2025;Color;Grey3;IG1b;Locked order;13.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;13.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001333;A1;A1V01;K2;2025;Color;Grey3;IG1b;Locked order;13.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;13.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001334;A1;A1V01;K2;2025;Color;Grey3;IG1b;Locked order;14.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;14.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001335;A1;A1V01;K2;2025;Color;Grey3;IG1b;Locked order;14.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;14.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001336;A1;A1V01;K2;2025;Color;Grey3;IG1b;Locked order;14.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;14.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001337;A1;A1V01;K2;2025;Color;Grey3;IG1b;Locked order;13.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;13.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001338;A1;A1V01;K2;2025;Color;Grey3;IG1b;Locked order;13.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;13.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY25K2001339;A1;A1V01;K2;2025;Color;Grey3;IG1b;Locked order;13.01.2026;W03/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;13.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001340;A1;A1V01;K2;2026;Color;Grey1;IG1b;Locked order;27.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;27.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001341;A1;A1V01;K2;2026;Color;Grey1;IG1b;Locked order;27.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;27.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001342;A1;A1V01;K2;2026;Color;Grey1;IG1b;Locked order;27.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;27.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001343;A1;A1V01;K2;2026;Color;Grey1;IG1b;Locked order;27.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;27.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001344;A1;A1V01;K2;2026;Color;Grey1;IG1b;Locked order;27.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;27.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001345;A1;A1V01;K2;2026;Color;Beige;IG1b;Locked order;27.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;27.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001346;A1;A1V01;K2;2026;Color;Beige;IG1b;Partially modifiable order;6.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;6.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001347;A1;A1V01;K2;2026;Color;Beige;IG1b;Locked order;27.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;27.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001348;A1;A1V01;K2;2026;Color;Beige;IG1b;Locked order;27.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;27.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001349;A1;A1V01;K2;2026;Color;Beige;IG1b;Partially modifiable order;6.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;6.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001350;A1;A1V01;K2;2026;Color;Beige;IG1b;Locked order;26.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;26.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001351;A1;A1V01;K2;2026;Color;Beige;IG1b;Partially modifiable order;6.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;6.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001352;A1;A1V01;K2;2026;Color;Beige;IG1b;Partially modifiable order;6.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;6.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001353;A1;A1V01;K2;2026;Color;Beige;IG1b;Locked order;26.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;26.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001354;A1;A1V01;K2;2026;Color;Beige;IG1b;Partially modifiable order;6.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;6.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001355;A1;A1V01;K2;2026;Color;Grey3;IG1b;Locked order;27.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;27.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001356;A1;A1V01;K2;2026;Color;Grey3;IG1b;Locked order;27.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;27.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001357;A1;A1V01;K2;2026;Color;Grey3;IG1b;Partially modifiable order;6.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;6.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001358;A1;A1V01;K2;2026;Color;Grey3;IG1b;Locked order;27.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;27.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001359;A1;A1V01;K2;2026;Color;Grey3;IG1b;Locked order;27.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;27.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001360;A1;A1V01;K2;2026;Color;Grey3;IG1b;Partially modifiable order;10.02.2026;W07/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;10.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001361;A1;A1V01;K2;2026;Color;Grey3;IG1b;Partially modifiable order;6.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;6.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001362;A1;A1V01;K2;2026;Color;Grey3;IG1b;Partially modifiable order;6.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;6.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001363;A1;A1V01;K2;2026;Color;Grey3;IG1b;Partially modifiable order;6.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;6.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001364;A1;A1V01;K2;2026;Color;Grey3;IG1b;Locked order;28.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;28.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001365;A1;A1V01;K2;2026;Color;White2;IG1b;Locked order;27.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;27.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001366;A1;A1V01;K2;2026;Color;White2;IG1b;Partially modifiable order;6.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;6.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001367;A1;A1V01;K2;2026;Color;White2;IG1b;Locked order;27.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;27.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001368;A1;A1V01;K2;2026;Color;White2;IG1b;Locked order;26.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;26.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001369;A1;A1V01;K2;2026;Color;White2;IG1b;Locked order;27.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;27.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001370;A1;A1V01;K2;2026;Color;White2;IG1b;Locked order;27.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;27.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001371;A1;A1V01;K2;2026;Color;White2;IG1b;Locked order;26.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;26.01.2026;Following Months;To Be Produced;January
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001372;A1;A1V01;K2;2026;Color;White2;IG1b;Partially modifiable order;6.02.2026;W06/02/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;6.02.2026;Following Months;To Be Produced;February
CENT-STOCK;CENTRAL STOCK;A1V01MY26K2001373;A1;A1V01;K2;2026;Color;White2;IG1b;Locked order;27.01.2026;W05/01/2026;RE;Perakende;NO;N;Y;Merkezi Kota;Central;27.01.2026;Following Months;To Be Produced;January
