Dealer Code Processing;Dealer Name;Long Chassis;Model Description;Vehicle Version;Vehicle Code;Model Year;Color Type;Exterior Color;Interior Color;Physical Status Description;Estimated Production Day;Estimated Production Week;Sales Type;Sales Type Description;Have a Customer;Invoiced?;Dispatchable;Quota Status;Central / Dealer Quota;Production Day;Related Month Availability;Status;Month Number
BA-3-MAR-08;DEALER 18;A2V02MY25L6001893;A2;A2V02;L6;2025;Color;Grey3;IG1a;Shipped to dealer;18.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;17.11.2025;Availability;Sold;Current Month
BA-3-MAR-08;DEALER 18;A2V02MY25L6001894;A2;A2V02;L6;2025;Color;Beige;IG1a;Shipped to dealer;19.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;18.11.2025;Availability;Sold;Current Month
BA-3-MAR-08;DEALER 18;A2V02MY25L6001895;A2;A2V02;L6;2025;Color;Beige;IG1a;Shipped to dealer;18.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;17.11.2025;Availability;Sold;Current Month
BA-3-MAR-08;DEALER 18;A2V02MY25L6001896;A2;A2V02;L6;2025;Color;Black2;IG1a;Shipped to dealer;7.11.2025;W45/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;7.11.2025;Availability;Sold;Current Month
BA-3-MAR-08;DEALER 18;A2V02MY25L6001897;A2;A2V02;L6;2025;Color;Beige;IG1a;Shipped to dealer;19.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;18.11.2025;Availability;Sold;Current Month
BA-3-MAR-08;DEALER 18;A2V02MY25L6001898;A2;A2V02;L6;2025;Color;Black2;IG1a;Shipped to dealer;14.11.2025;W46/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;7.11.2025;Availability;Sold;Current Month
BA-3-MAR-08;DEALER 18;A2V02MY25L6001899;A2;A2V02;L6;2025;Color;Black2;IG1a;Shipped to dealer;17.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;14.11.2025;Availability;Sold;Current Month
BA-3-MAR-08;DEALER 18;B1V02MY25N4001900;B1;B1V02;N4;2025;Bicolor;Blue;IB4c;Shipped to dealer;21.07.2025;W30/07/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;25.06.2025;Availability;Sold;Current Month
BA-3-MAR-08;DEALER 18;B1V02MY25N4001901;B1;B1V02;N4;2025;Bicolor;Blue;IB4c;Shipped to dealer;16.06.2025;W25/06/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;16.06.2025;Availability;Sold;Current Month
BA-3-MAR-07;DEALER 17;A3V02MY25M8001902;A3;A3V02;M8;2025;Color;Beige;IG1a;Shipped to dealer;19.09.2025;W38/09/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;19.09.2025;Availability;Sold;Current Month
BA-3-MAR-07;DEALER 17;A3V02MY25M8001903;A3;A3V02;M8;2025;Color;Black2;IG1a;Shipped to dealer;19.09.2025;W38/09/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;19.09.2025;Availability;Sold;Current Month
BA-3-MAR-07;DEALER 17;A2V02MY25L6001904;A2;A2V02;L6;2025;Color;Black2;IG1a;Shipped to dealer;21.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;19.11.2025;Availability;Sold;Current Month
BA-3-MAR-07;DEALER 17;A2V02MY25L6001905;A2;A2V02;L6;2025;Color;Black2;IG1a;Shipped to dealer;20.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;19.11.2025;Availability;Sold;Current Month
BA-3-MAR-07;DEALER 17;A2V02MY25L6001906;A2;A2V02;L6;2025;Color;Grey1;IG1a;Shipped to dealer;18.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;17.11.2025;Availability;Sold;Current Month
BA-3-MAR-07;DEALER 17;A2V02MY25L6001907;A2;A2V02;L6;2025;Color;Grey1;IG1a;Shipped to dealer;19.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;18.11.2025;Availability;Sold;Current Month
BA-3-MAR-07;DEALER 17;A2V02MY25L6001908;A2;A2V02;L6;2025;Color;Beige;IG1a;Shipped to dealer;18.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;17.11.2025;Availability;Sold;Current Month
BA-3-MAR-07;DEALER 17;B1V02MY25N4001909;B1;B1V02;N4;2025;Bicolor;Grey2;IB4c;Shipped to dealer;16.06.2025;W25/06/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;16.06.2025;Availability;Sold;Current Month
BA-3-MAR-06;DEALER 16;A3V02MY25M8001910;A3;A3V02;M8;2025;Color;Grey3;IG1a;Shipped to dealer;26.08.2025;W35/08/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;26.08.2025;Availability;Sold;Current Month
BA-3-MAR-06;DEALER 16;A2V02MY25L6001911;A2;A2V02;L6;2025;Color;Grey3;IG1a;Shipped to dealer;18.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;17.11.2025;Availability;Sold;Current Month
BA-3-MAR-06;DEALER 16;A2V02MY25L6001912;A2;A2V02;L6;2025;Color;Grey1;IG1a;Shipped to dealer;14.11.2025;W46/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;13.11.2025;Availability;Sold;Current Month
BA-3-MAR-06;DEALER 16;A2V02MY25L6001913;A2;A2V02;L6;2025;Color;Grey1;IG1a;Loaded for transport;12.11.2025;W46/11/2025;RE;Perakende;YES;Y;N;Bayi Kota;Dealer Quota;8.11.2025;Availability;Sold;Current Month
BA-3-MAR-06;DEALER 16;A2V02MY25L6001914;A2;A2V02;L6;2025;Color;Beige;IG1a;Shipped to dealer;21.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;19.11.2025;Availability;Sold;Current Month
BA-3-ICA-04;DEALER 14;A2V01MY25L3001915;A2;A2V01;L3;2025;Color;Red2;IG1a;Dispatch note issued;6.06.2025;W23/06/2025;RE;Perakende;YES;Y;N;Bayi Kota;Dealer Quota;9.06.2025;Availability;Sold;Current Month
BA-3-ICA-04;DEALER 14;A2V01MY25L3001916;A2;A2V01;L3;2025;Color;Black2;IG1a;Ready for dispatch;30.06.2025;W27/06/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;30.06.2025;Availability;Sold;Current Month
BA-3-ICA-04;DEALER 14;A2V02MY25L6001917;A2;A2V02;L6;2025;Color;White2;IG1a;Ready for dispatch;21.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;19.11.2025;Availability;Sold;Current Month
BA-3-ICA-04;DEALER 14;A2V02MY25L6001918;A2;A2V02;L6;2025;Color;Black2;IG1a;In transit - between yards (RFS);20.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;19.11.2025;Availability;Sold;Current Month
BA-3-ICA-04;DEALER 14;A2V02MY25L6001919;A2;A2V02;L6;2025;Color;Grey1;IG1a;In transit - between yards (RFS);12.11.2025;W46/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;8.11.2025;Availability;Sold;Current Month
BA-3-ICA-04;DEALER 14;A2V02MY25L6001920;A2;A2V02;L6;2025;Color;Grey1;IG1a;Ready for dispatch;12.11.2025;W46/11/2025;RE;Perakende;YES;Y;N;Bayi Kota;Dealer Quota;12.11.2025;Availability;Sold;Current Month
BA-3-ICA-04;DEALER 14;A2V02MY25L6001921;A2;A2V02;L6;2025;Color;Grey1;IG1a;Imported vehicle in transit;25.11.2025;W48/11/2025;RE;Perakende;YES;Y;N;Bayi Kota;Dealer Quota;28.11.2025;Availability;Sold;Current Month
BA-3-ICA-04;DEALER 14;A2V02MY25L6001922;A2;A2V02;L6;2025;Color;Black2;IG1a;In transit - between yards (RFS);7.11.2025;W45/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;14.11.2025;Availability;Sold;Current Month
BA-3-ICA-04;DEALER 14;A2V02MY25L6001923;A2;A2V02;L6;2025;Color;Grey3;IG1a;In transit - between yards (RFS);17.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;14.11.2025;Availability;Sold;Current Month
BA-3-ICA-04;DEALER 14;A2V02MY25L6001924;A2;A2V02;L6;2025;Color;Grey3;IG1a;In transit - between yards (RFS);16.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;17.11.2025;Availability;Sold;Current Month
BA-3-ICA-04;DEALER 14;A2V02MY25L6001925;A2;A2V02;L6;2025;Color;White2;IG1a;In transit - between yards (RFS);8.11.2025;W45/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;7.11.2025;Availability;Sold;Current Month
BA-3-ICA-04;DEALER 14;A2V02MY25L6001926;A2;A2V02;L6;2025;Color;Grey1;IG1a;Ready for dispatch;18.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;15.11.2025;Availability;Sold;Current Month
BA-3-ICA-04;DEALER 14;A2V02MY25L6001927;A2;A2V02;L6;2025;Color;Grey1;IG1a;Ready for dispatch;14.11.2025;W46/11/2025;RE;Perakende;YES;Y;N;Bayi Kota;Dealer Quota;12.11.2025;Availability;Sold;Current Month
BA-3-ICA-04;DEALER 14;A2V02MY25L6001928;A2;A2V02;L6;2025;Color;Grey1;IG1a;In transit - between yards (RFS);7.11.2025;W45/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;7.11.2025;Availability;Sold;Current Month
BA-3-ICA-04;DEALER 14;A2V02MY25L6001929;A2;A2V02;L6;2025;Color;Grey1;IG1a;In transit - between yards (RFS);12.11.2025;W46/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;7.11.2025;Availability;Sold;Current Month
BA-3-ICA-04;DEALER 14;A2V02MY25L6001930;A2;A2V02;L6;2025;Color;Grey1;IG1a;Ready for dispatch;19.11.2025;W47/11/2025;RE;Perakende;YES;Y;N;Bayi Kota;Dealer Quota;17.11.2025;Availability;Sold;Current Month
BA-3-ICA-04;DEALER 14;A2V02MY25L6001931;A2;A2V02;L6;2025;Color;Beige;IG1a;Ready for dispatch;7.11.2025;W45/11/2025;RE;Perakende;YES;Y;N;Bayi Kota;Dealer Quota;7.11.2025;Availability;Sold;Current Month
BA-3-ICA-04;DEALER 14;A2V02MY25L6001932;A2;A2V02;L6;2025;Color;Black2;IG1a;In transit - between yards (RFS);13.11.2025;W46/11/2025;F4;Fiat Bireysel Kiralama;YES;Y;Y;FBK Bayi Kota;Dealer Quota;13.11.2025;Availability;Sold;Current Month
BA-3-ICA-04;DEALER 14;A2V02MY25L6001933;A2;A2V02;L6;2025;Color;Black2;IG1a;Ready for dispatch;14.11.2025;W46/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;7.11.2025;Availability;Sold;Current Month
BA-3-ICA-04;DEALER 14;B1V02MY25N4001934;B1;B1V02;N4;2025;Bicolor;Grey2;IB4c;Shipped to dealer;23.06.2025;W26/06/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;23.06.2025;Availability;Sold;Current Month
BA-3-ICA-04;DEALER 14;B1V02MY25N4001935;B1;B1V02;N4;2025;Bicolor;Grey2;IB4c;Ready for dispatch;16.06.2025;W25/06/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;16.06.2025;Availability;Sold;Current Month
BA-3-ICA-04;DEALER 14;B1V02MY25N4001936;B1;B1V02;N4;2025;Bicolor;Blue;IB4c;Ready for dispatch;16.06.2025;W25/06/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;16.06.2025;Availability;Sold;Current Month
BA-3-AKD-04;DEALER 15;A3V02MY25M8001937;A3;A3V02;M8;2025;Color;White2;IG1a;Shipped to dealer;26.09.2025;W39/09/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;23.09.2025;Availability;Sold;Current Month
BA-3-AKD-04;DEALER 15;A2V02MY25L6001938;A2;A2V02;L6;2025;Color;White2;IG1a;Shipped to dealer;19.11.2025;W47/11/2025;F4;Fiat Bireysel Kiralama;YES;Y;Y;FBK Bayi Kota;Dealer Quota;18.11.2025;Availability;Sold;Current Month
BA-3-AKD-04;DEALER 15;A2V02MY25L6001939;A2;A2V02;L6;2025;Color;Grey3;IG1a;Shipped to dealer;17.11.2025;W47/11/2025;F4;Fiat Bireysel Kiralama;YES;Y;Y;FBK Bayi Kota;Dealer Quota;14.11.2025;Availability;Sold;Current Month
BA-3-AKD-04;DEALER 15;A2V02MY25L6001940;A2;A2V02;L6;2025;Color;Grey3;IG1a;Shipped to dealer;16.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;15.11.2025;Availability;Sold;Current Month
BA-3-AKD-04;DEALER 15;A2V02MY25L6001941;A2;A2V02;L6;2025;Color;White2;IG1a;Shipped to dealer;14.11.2025;W46/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;7.11.2025;Availability;Sold;Current Month
BA-3-AKD-04;DEALER 15;A2V02MY25L6001942;A2;A2V02;L6;2025;Color;Grey1;IG1a;Shipped to dealer;14.11.2025;W46/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;12.11.2025;Availability;Sold;Current Month
BA-3-AKD-04;DEALER 15;B1V02MY25N4001943;B1;B1V02;N4;2025;Bicolor;Grey2;IB4c;Shipped to dealer;31.07.2025;W31/07/2025;F4;Fiat Bireysel Kiralama;YES;Y;Y;FBK Bayi Kota;Dealer Quota;30.06.2025;Availability;Sold;Current Month
BA-3-AKD-04;DEALER 15;B1V02MY25N4001944;B1;B1V02;N4;2025;Bicolor;White1;IB4c;Shipped to dealer;31.07.2025;W31/07/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;3.07.2025;Availability;Sold;Current Month
BA-3-AKD-04;DEALER 15;B1V02MY25N4001945;B1;B1V02;N4;2025;Bicolor;White1;IB4c;Shipped to dealer;16.06.2025;W25/06/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;16.06.2025;Availability;Sold;Current Month
BA-3-MAR-02;DEALER 7;A2V02MY25L6001946;A2;A2V02;L6;2025;Color;Grey3;IG1a;Shipped to dealer;17.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;14.11.2025;Availability;Sold;Current Month
BA-3-MAR-02;DEALER 7;A2V02MY25L6001947;A2;A2V02;L6;2025;Color;Grey3;IG1a;Shipped to dealer;17.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;15.11.2025;Availability;Sold;Current Month
BA-3-MAR-02;DEALER 7;A2V02MY25L6001948;A2;A2V02;L6;2025;Color;White2;IG1a;Shipped to dealer;19.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;17.11.2025;Availability;Sold;Current Month
BA-3-MAR-03;DEALER 8;A2V02MY25L6001949;A2;A2V02;L6;2025;Color;White2;IG1a;Shipped to dealer;18.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;17.11.2025;Availability;Sold;Current Month
BA-3-MAR-03;DEALER 8;B1V02MY25N4001950;B1;B1V02;N4;2025;Color;Black1;IB4c;Shipped to dealer;16.06.2025;W25/06/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;16.06.2025;Availability;Sold;Current Month
BA-3-EGE-04;DEALER 22;A2V02MY25L6001951;A2;A2V02;L6;2025;Color;Grey1;IG1a;Loaded for transport;12.11.2025;W46/11/2025;F4;Fiat Bireysel Kiralama;YES;Y;N;FBK Bayi Kota;Dealer Quota;8.11.2025;Availability;Sold;Current Month
BA-3-EGE-04;DEALER 22;A2V02MY25L6001952;A2;A2V02;L6;2025;Color;Black2;IG1a;Shipped to dealer;12.11.2025;W46/11/2025;F4;Fiat Bireysel Kiralama;YES;Y;Y;FBK Bayi Kota;Dealer Quota;7.11.2025;Availability;Sold;Current Month
BA-3-EGE-04;DEALER 22;A2V02MY25L6001953;A2;A2V02;L6;2025;Color;Red2;IG1a;Shipped to dealer;18.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;17.11.2025;Availability;Sold;Current Month
BA-3-EGE-04;DEALER 22;A2V02MY25L6001954;A2;A2V02;L6;2025;Color;Beige;IG1a;Shipped to dealer;19.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;18.11.2025;Availability;Sold;Current Month
BA-3-EGE-04;DEALER 22;B1V02MY25N4001955;B1;B1V02;N4;2025;Bicolor;White1;IB4c;Shipped to dealer;31.07.2025;W31/07/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;2.07.2025;Availability;Sold;Current Month
BA-3-AKD-03;DEALER 11;A2V02MY25L6001956;A2;A2V02;L6;2025;Color;Grey1;IG1a;Shipped to dealer;1.07.2025;W27/07/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;30.06.2025;Availability;Sold;Current Month
BA-3-AKD-03;DEALER 11;A2V02MY25L6001957;A2;A2V02;L6;2025;Color;White2;IG1a;Shipped to dealer;21.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;18.11.2025;Availability;Sold;Current Month
BA-3-AKD-03;DEALER 11;A2V02MY25L6001958;A2;A2V02;L6;2025;Color;White2;IG1a;Loaded for transport;21.11.2025;W47/11/2025;RE;Perakende;YES;Y;N;Bayi Kota;Dealer Quota;19.11.2025;Availability;Sold;Current Month
BA-3-AKD-03;DEALER 11;A2V02MY25L6001959;A2;A2V02;L6;2025;Color;Grey1;IG1a;Shipped to dealer;12.11.2025;W46/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;8.11.2025;Availability;Sold;Current Month
BA-3-AKD-03;DEALER 11;A2V02MY25L6001960;A2;A2V02;L6;2025;Color;Grey1;IG1a;Shipped to dealer;12.11.2025;W46/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;7.11.2025;Availability;Sold;Current Month
BA-3-AKD-03;DEALER 11;A2V02MY25L6001961;A2;A2V02;L6;2025;Color;Grey1;IG1a;Ready for dispatch;19.11.2025;W47/11/2025;RE;Perakende;YES;Y;N;Bayi Kota;Dealer Quota;18.11.2025;Availability;Sold;Current Month
BA-3-AKD-03;DEALER 11;A2V02MY25L6001962;A2;A2V02;L6;2025;Color;Black2;IG1a;Shipped to dealer;20.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;18.11.2025;Availability;Sold;Current Month
BA-3-AKD-03;DEALER 11;B1V02MY25N4001963;B1;B1V02;N4;2025;Bicolor;White1;IB4c;Shipped to dealer;24.06.2025;W26/06/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;24.06.2025;Availability;Sold;Current Month
BA-3-EGE-03;DEALER 21;A3V02MY25M8001964;A3;A3V02;M8;2025;Color;Black2;IG1a;Shipped to dealer;26.08.2025;W35/08/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;25.08.2025;Availability;Sold;Current Month
BA-3-EGE-03;DEALER 21;A2V02MY25L6001965;A2;A2V02;L6;2025;Color;Black2;IG1a;Shipped to dealer;7.11.2025;W45/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;7.11.2025;Availability;Sold;Current Month
BA-3-EGE-03;DEALER 21;A2V02MY25L6001966;A2;A2V02;L6;2025;Color;Grey1;IG1a;Loaded for transport;14.10.2025;W42/10/2025;RE;Perakende;YES;Y;N;Bayi Kota;Dealer Quota;9.10.2025;Availability;Sold;Current Month
BA-3-EGE-03;DEALER 21;A2V02MY25L6001967;A2;A2V02;L6;2025;Color;Grey1;IG1a;Shipped to dealer;19.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;17.11.2025;Availability;Sold;Current Month
BA-3-EGE-03;DEALER 21;A2V02MY25L6001968;A2;A2V02;L6;2025;Color;Grey1;IG1a;Shipped to dealer;18.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;17.11.2025;Availability;Sold;Current Month
BA-3-EGE-03;DEALER 21;A2V02MY25L6001969;A2;A2V02;L6;2025;Color;Beige;IG1a;Loaded for transport;17.11.2025;W47/11/2025;RE;Perakende;YES;Y;N;Bayi Kota;Dealer Quota;14.11.2025;Availability;Sold;Current Month
BA-3-EGE-03;DEALER 21;B1V02MY25N4001970;B1;B1V02;N4;2025;Bicolor;Grey2;IB4c;Shipped to dealer;16.06.2025;W25/06/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;16.06.2025;Availability;Sold;Current Month
BA-3-ICA-01;DEALER 1;A3V02MY25M8001971;A3;A3V02;M8;2025;Color;Red2;IG1a;Shipped to dealer;26.08.2025;W35/08/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;26.08.2025;Availability;Sold;Current Month
BA-3-ICA-01;DEALER 1;A3V02MY25M8001972;A3;A3V02;M8;2025;Color;Grey3;IG1a;Shipped to dealer;12.09.2025;W37/09/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;12.09.2025;Availability;Sold;Current Month
BA-3-ICA-01;DEALER 1;A3V02MY25M8001973;A3;A3V02;M8;2025;Color;Grey1;IG1a;Shipped to dealer;19.09.2025;W38/09/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;19.09.2025;Availability;Sold;Current Month
BA-3-ICA-01;DEALER 1;A3V02MY25M8001974;A3;A3V02;M8;2025;Color;Beige;IG1a;Shipped to dealer;24.09.2025;W39/09/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;20.09.2025;Availability;Sold;Current Month
BA-3-ICA-01;DEALER 1;A2V02MY25L6001975;A2;A2V02;L6;2025;Color;White2;IG1a;Shipped to dealer;25.09.2025;W39/09/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;23.09.2025;Availability;Sold;Current Month
BA-3-ICA-01;DEALER 1;A2V02MY25L6001976;A2;A2V02;L6;2025;Color;Black2;IG1a;Shipped to dealer;21.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;20.11.2025;Availability;Sold;Current Month
BA-3-ICA-01;DEALER 1;A2V02MY25L6001977;A2;A2V02;L6;2025;Color;Grey3;IG1a;Shipped to dealer;6.11.2025;W45/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;7.11.2025;Availability;Sold;Current Month
BA-3-ICA-01;DEALER 1;A2V02MY25L6001978;A2;A2V02;L6;2025;Color;Grey3;IG1a;Shipped to dealer;14.11.2025;W46/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;8.11.2025;Availability;Sold;Current Month
BA-3-ICA-01;DEALER 1;A2V02MY25L6001979;A2;A2V02;L6;2025;Color;White2;IG1a;Shipped to dealer;6.11.2025;W45/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;13.11.2025;Availability;Sold;Current Month
BA-3-ICA-01;DEALER 1;A2V02MY25L6001980;A2;A2V02;L6;2025;Color;Beige;IG1a;Shipped to dealer;19.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;18.11.2025;Availability;Sold;Current Month
BA-3-ICA-01;DEALER 1;A2V02MY25L6001981;A2;A2V02;L6;2025;Color;Beige;IG1a;Loaded for transport;7.11.2025;W45/11/2025;RE;Perakende;YES;Y;N;Bayi Kota;Dealer Quota;7.11.2025;Availability;Sold;Current Month
BA-3-ICA-01;DEALER 1;A2V02MY25L6001982;A2;A2V02;L6;2025;Color;Black2;IG1a;Shipped to dealer;14.11.2025;W46/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;7.11.2025;Availability;Sold;Current Month
BA-3-ICA-01;DEALER 1;B1V02MY25N4001983;B1;B1V02;N4;2025;Bicolor;White1;IB4c;Shipped to dealer;24.07.2025;W30/07/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;25.06.2025;Availability;Sold;Current Month
BA-3-ICA-01;DEALER 1;B1V02MY25N4001984;B1;B1V02;N4;2025;Bicolor;White1;IB4c;Shipped to dealer;31.07.2025;W31/07/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;3.07.2025;Availability;Sold;Current Month
BA-3-ICA-01;DEALER 1;B1V02MY25N4001985;B1;B1V02;N4;2025;Bicolor;Grey2;IB4c;Shipped to dealer;16.06.2025;W25/06/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;16.06.2025;Availability;Sold;Current Month
BA-3-MAR-01;DEALER 5;A2V02MY25L6001986;A2;A2V02;L6;2025;Color;Grey1;IG1a;Shipped to dealer;9.10.2025;W41/10/2025;F4;Fiat Bireysel Kiralama;YES;Y;Y;FBK Bayi Kota;Dealer Quota;9.10.2025;Availability;Sold;Current Month
BA-3-MAR-01;DEALER 5;A2V02MY25L6001987;A2;A2V02;L6;2025;Color;Beige;IG1a;Shipped to dealer;19.11.2025;W47/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;18.11.2025;Availability;Sold;Current Month
BA-3-MAR-01;DEALER 5;A2V02MY25L6001988;A2;A2V02;L6;2025;Color;Black2;IG1a;Shipped to dealer;14.11.2025;W46/11/2025;F4;Fiat Bireysel Kiralama;YES;Y;Y;FBK Bayi Kota;Dealer Quota;7.11.2025;Availability;Sold;Current Month
BA-3-MAR-01;DEALER 5;A2V02MY25L6001989;A2;A2V02;L6;2025;Color;Black2;IG1a;Shipped to dealer;14.11.2025;W46/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;7.11.2025;Availability;Sold;Current Month
BA-3-MAR-01;DEALER 5;B1V02MY25N4001990;B1;B1V02;N4;2025;Color;Black1;IB4c;Shipped to dealer;12.09.2025;W37/09/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;6.08.2025;Availability;Sold;Current Month
BA-3-MAR-01;DEALER 5;B1V03MY25N7001991;B1;B1V03;N7;2025;Bicolor;Green3;IB2b;Shipped to dealer;12.05.2025;W20/05/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;9.05.2025;Availability;Sold;Current Month
BA-3-AKD-01;DEALER 3;A3V02MY25M8001992;A3;A3V02;M8;2025;Color;Beige;IG1a;Shipped to dealer;26.09.2025;W39/09/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;23.09.2025;Availability;Sold;Current Month
BA-3-AKD-01;DEALER 3;A2V02MY25L6001993;A2;A2V02;L6;2025;Color;Beige;IG1a;Loaded for transport;8.09.2025;W37/09/2025;RE;Perakende;YES;Y;N;Bayi Kota;Dealer Quota;4.09.2025;Availability;Sold;Current Month
BA-3-AKD-01;DEALER 3;A2V02MY25L6001994;A2;A2V02;L6;2025;Color;Beige;IG1a;Shipped to dealer;7.11.2025;W45/11/2025;RE;Perakende;YES;Y;Y;Bayi Kota;Dealer Quota;7.11.2025;Availability;Sold;Current Month
